"Código
Departamental",Nombre del Departamento,"Código
Municipal","Código
Depto+Mpio+Cpob",Nombre de Municipios y Corregimientos Departamentales,Cabeceras y Centros Poblados,Categoría,Cantidad de Manzanas,Año de Creación,Acto Administrativo,Segregado de
23,Córdoba,23 - 300,23 - 300 - 026,COTORRA,Pueblo Nuevo,CP,,,,
23,Córdoba,23 - 300,23 - 300 - 027,COTORRA,San Pablo,CP,,,,
23,Córdoba,23 - 350,23 - 350 - 000,LA APARTADA,La Apartada Y La Frontera,CM,125,1997,Ordenanza 07 de mayo 6 de 1997,Ayapel y Montelíbano
23,Córdoba,23 - 350,23 - 350 - 001,LA APARTADA,Margen Izquierda De Puerto Córdoba,C,,,,
23,Córdoba,23 - 350,23 - 350 - 002,LA APARTADA,Margen Izquierda De Campo Alegre,C,,,,
23,Córdoba,23 - 350,23 - 350 - 003,LA APARTADA,La Balsa,C,6,,,
23,Córdoba,23 - 350,23 - 350 - 004,LA APARTADA,Nuevo Pueblo,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 005,LA APARTADA,Margen Derecha De Puerto Córdoba,C,,,,
23,Córdoba,23 - 350,23 - 350 - 006,LA APARTADA,Margen Derecha De Campo Alegre,C,,,,
23,Córdoba,23 - 350,23 - 350 - 007,LA APARTADA,Sitio Nuevo,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 009,LA APARTADA,Las Margaritas,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 010,LA APARTADA,La Virgen,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 011,LA APARTADA,La Escobilla,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 012,LA APARTADA,La Magdalena,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 013,LA APARTADA,San Jerónimo,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 014,LA APARTADA,Manzanares,CAS,,,,
23,Córdoba,23 - 350,23 - 350 - 015,LA APARTADA,Campo Alegre,CAS,12,,,
23,Córdoba,23 - 350,23 - 350 - 016,LA APARTADA,Los Noviembreillos,CP,,,,
23,Córdoba,23 - 350,23 - 350 - 017,LA APARTADA,Puerto Córdoba,CP,,,,
23,Córdoba,23 - 417,23 - 417 - 000,LORICA,Santa Cruz De Lorica,CM,768,1739, ,
23,Córdoba,23 - 417,23 - 417 - 002,LORICA,El Carito,C,26,,,
23,Córdoba,23 - 417,23 - 417 - 003,LORICA,La Doctrina,C,62,,,
23,Córdoba,23 - 417,23 - 417 - 004,LORICA,Las Flores,C,25,,,
23,Córdoba,23 - 417,23 - 417 - 006,LORICA,Los Monos,C,15,,,
23,Córdoba,23 - 417,23 - 417 - 007,LORICA,Nariño,C,30,,,
23,Córdoba,23 - 417,23 - 417 - 008,LORICA,Palo De Agua,C,37,,,
23,Córdoba,23 - 417,23 - 417 - 009,LORICA,San Sebastián,C,75,,,
23,Córdoba,23 - 417,23 - 417 - 010,LORICA,Tierralta,C,7,,,
23,Córdoba,23 - 417,23 - 417 - 011,LORICA,San Anterito,C,3,,,
23,Córdoba,23 - 417,23 - 417 - 012,LORICA,El Lazo,C,5,,,
23,Córdoba,23 - 417,23 - 417 - 014,LORICA,Campo Alegre,C,,,,
23,Córdoba,23 - 417,23 - 417 - 015,LORICA,Maracayo,CAS,,,,
23,Córdoba,23 - 417,23 - 417 - 017,LORICA,El Campano De Los Indios,C,6,,,
23,Córdoba,23 - 417,23 - 417 - 018,LORICA,Cotoca Arriba,C,22,,,
23,Córdoba,23 - 417,23 - 417 - 019,LORICA,El Rodeo,C,3,,,
23,Córdoba,23 - 417,23 - 417 - 020,LORICA,Los Higales,C,,,,
23,Córdoba,23 - 417,23 - 417 - 021,LORICA,Remolino,C,,,,
23,Córdoba,23 - 417,23 - 417 - 022,LORICA,Villa Concepcion,C,,,,
23,Córdoba,23 - 417,23 - 417 - 023,LORICA,Mata De Caña,C,12,,,
23,Córdoba,23 - 417,23 - 417 - 024,LORICA,Castilleral,C,,,,
23,Córdoba,23 - 417,23 - 417 - 025,LORICA,Cotoca Abajo,C,,,,
23,Córdoba,23 - 417,23 - 417 - 026,LORICA,Las Camorras,C,,,,
23,Córdoba,23 - 417,23 - 417 - 027,LORICA,San Nicolás De Barí,C,12,,,
23,Córdoba,23 - 417,23 - 417 - 028,LORICA,Manantial,C,,,,
23,Córdoba,23 - 417,23 - 417 - 029,LORICA,La Subida,C,7,,,
23,Córdoba,23 - 417,23 - 417 - 030,LORICA,El Playón,CAS,21,,,
23,Córdoba,23 - 417,23 - 417 - 031,LORICA,La Peinada,C,13,,,
23,Córdoba,23 - 417,23 - 417 - 034,LORICA,Santa Lucía,C,20,,,
23,Córdoba,23 - 417,23 - 417 - 036,LORICA,La Palma,CAS,14,,,
23,Córdoba,23 - 417,23 - 417 - 037,LORICA,Los Morales,C,4,,,
23,Córdoba,23 - 417,23 - 417 - 038,LORICA,Candelaria,C,,,,
23,Córdoba,23 - 417,23 - 417 - 039,LORICA,El Guanabano,C,,,,
23,Córdoba,23 - 417,23 - 417 - 042,LORICA,Juan De Dios Garis,CAS,,,,
23,Córdoba,23 - 419,23 - 419 - 000,LOS CÓRDOBAS,Los Córdobas,CM,44,1963,Ordenanza 6 de Junio 6 de 1963,Cereté
23,Córdoba,23 - 419,23 - 419 - 002,LOS CÓRDOBAS,El Ebano,C,17,,,
23,Córdoba,23 - 419,23 - 419 - 004,LOS CÓRDOBAS,Puerto Rey,C,12,,,
23,Córdoba,23 - 419,23 - 419 - 005,LOS CÓRDOBAS,Santa Rosa La Caña,C,19,,,
23,Córdoba,23 - 419,23 - 419 - 009,LOS CÓRDOBAS,San Rafael,CAS,,,,
23,Córdoba,23 - 419,23 - 419 - 010,LOS CÓRDOBAS,Buenavista,CAS,,,,
23,Córdoba,23 - 419,23 - 419 - 011,LOS CÓRDOBAS,La Salada,CAS,2,,,
23,Córdoba,23 - 419,23 - 419 - 012,LOS CÓRDOBAS,Morindó Santana,C,6,,,
23,Córdoba,23 - 419,23 - 419 - 013,LOS CÓRDOBAS,Jalisco,CAS,6,,,
23,Córdoba,23 - 419,23 - 419 - 014,LOS CÓRDOBAS,Barrio Mamey,CAS,5,,,
23,Córdoba,23 - 419,23 - 419 - 019,LOS CÓRDOBAS,El Guáimaro,C,,,,
23,Córdoba,23 - 419,23 - 419 - 020,LOS CÓRDOBAS,La Ponderancia,C,,,,
23,Córdoba,23 - 419,23 - 419 - 021,LOS CÓRDOBAS,Brisas Del Caribe,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 022,LOS CÓRDOBAS,El Mamby,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 023,LOS CÓRDOBAS,El Oasis,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 024,LOS CÓRDOBAS,Las Tinas,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 025,LOS CÓRDOBAS,Los Esquimales,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 026,LOS CÓRDOBAS,Minuto De Dios,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 027,LOS CÓRDOBAS,Morindó Central,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 028,LOS CÓRDOBAS,Morindó La Unión,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 029,LOS CÓRDOBAS,Morindó Santa Cruz,CP,,,,
23,Córdoba,23 - 419,23 - 419 - 030,LOS CÓRDOBAS,Nuevo Nariño,CP,,,,
23,Córdoba,23 - 464,23 - 464 - 000,MOMIL,Momil,CM,174,1963,Ordenanza 21 de 1963,Purísima
23,Córdoba,23 - 464,23 - 464 - 001,MOMIL,Sabaneta,C,27,,,
23,Córdoba,23 - 464,23 - 464 - 002,MOMIL,Sacana Abajo,C,6,,,
23,Córdoba,23 - 464,23 - 464 - 003,MOMIL,Trementino,CAS,6,,,
23,Córdoba,23 - 464,23 - 464 - 004,MOMIL,Cedro De Piedra,CAS,,,,
23,Córdoba,23 - 464,23 - 464 - 005,MOMIL,Pueblecito (San Miguel),CAS,6,,,
23,Córdoba,23 - 464,23 - 464 - 006,MOMIL,Guaymaral,C,10,,,
23,Córdoba,23 - 464,23 - 464 - 007,MOMIL,Betulia,CP,,,,
23,Córdoba,23 - 464,23 - 464 - 008,MOMIL,Pereira,CP,,,,
23,Córdoba,23 - 466,23 - 466 - 000,MONTELÍBANO,Montelíbano,CM,519,1954,Decreto 810 del 4 de Marzo de 1954,Ayapel
23,Córdoba,23 - 466,23 - 466 - 001,MONTELÍBANO,El Anclar,C,9,,,
23,Córdoba,23 - 466,23 - 466 - 005,MONTELÍBANO,San Francisco Del Rayo,C,38,,,
23,Córdoba,23 - 466,23 - 466 - 006,MONTELÍBANO,Tierradentro,C,60,,,
23,Córdoba,23 - 466,23 - 466 - 007,MONTELÍBANO,Uré,C,90,,,
23,Córdoba,23 - 466,23 - 466 - 008,MONTELÍBANO,Pica Pica,C,18,,,
23,Córdoba,23 - 466,23 - 466 - 010,MONTELÍBANO,El Brillante,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 011,MONTELÍBANO,El Disparo,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 012,MONTELÍBANO,El Sol,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 013,MONTELÍBANO,Bocas De Perro,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 014,MONTELÍBANO,Moralito,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 016,MONTELÍBANO,La Nueva,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 020,MONTELÍBANO,Puerto Carepa,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 021,MONTELÍBANO,Puerto Anchica,C,,,,
23,Córdoba,23 - 466,23 - 466 - 023,MONTELÍBANO,Córdoba,CAS,18,,,
23,Córdoba,23 - 466,23 - 466 - 024,MONTELÍBANO,Puerto López,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 025,MONTELÍBANO,Pueblecito,CAS,,,,
23,Córdoba,23 - 466,23 - 466 - 026,MONTELÍBANO,Boca De Ure,C,14,,,
23,Córdoba,23 - 466,23 - 466 - 028,MONTELÍBANO,El Palmar,C,,,,
23,Córdoba,23 - 466,23 - 466 - 032,MONTELÍBANO,Juan José,C,,,,
23,Córdoba,23 - 466,23 - 466 - 033,MONTELÍBANO,Puerto Nuevo,C,,,,
23,Córdoba,23 - 466,23 - 466 - 034,MONTELÍBANO,Los Cordobas,C,,,,
23,Córdoba,23 - 500,23 - 500 - 000,MOÑITOS,Moñitos,CM,122,1978,Ordenanza 2 Octubre 17 de 1978,San Bernardo Del Viento
23,Córdoba,23 - 500,23 - 500 - 001,MOÑITOS,Río Cedro,C,18,,,
23,Córdoba,23 - 500,23 - 500 - 002,MOÑITOS,Santander De La Cruz,C,26,,,
23,Córdoba,23 - 500,23 - 500 - 006,MOÑITOS,Broqueles,C,12,,,
23,Córdoba,23 - 500,23 - 500 - 010,MOÑITOS,La Rada,C,14,,,
23,Córdoba,23 - 500,23 - 500 - 011,MOÑITOS,Las Mujeres,C,8,,,
23,Córdoba,23 - 500,23 - 500 - 013,MOÑITOS,Mangle,CAS,,,,
23,Córdoba,23 - 500,23 - 500 - 023,MOÑITOS,Perpetuo Socorro,C,5,,,
23,Córdoba,23 - 500,23 - 500 - 024,MOÑITOS,Pueblito,C,4,,,
23,Córdoba,23 - 500,23 - 500 - 026,MOÑITOS,San Rafael,CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 000,PLANETA RICA,Planeta Rica,CM,547,1954,Decreto 81 del 2 de Febrero de 1955,Sahagún y Montería
23,Córdoba,23 - 555,23 - 555 - 001,PLANETA RICA,Arenoso,C,17,,,
23,Córdoba,23 - 555,23 - 555 - 002,PLANETA RICA,Campo Bello,C,29,,,
23,Córdoba,23 - 555,23 - 555 - 003,PLANETA RICA,Carolina,C,24,,,
23,Córdoba,23 - 555,23 - 555 - 004,PLANETA RICA,Santana (Centro Alegre),C,48,,,
23,Córdoba,23 - 555,23 - 555 - 005,PLANETA RICA,El Almendro,C,19,,,
23,Córdoba,23 - 555,23 - 555 - 006,PLANETA RICA,Marañonal,C,7,,,
23,Córdoba,23 - 555,23 - 555 - 007,PLANETA RICA,Plaza Bonita,C,21,,,
23,Córdoba,23 - 555,23 - 555 - 008,PLANETA RICA,Providencia,C,18,,,
23,Córdoba,23 - 555,23 - 555 - 010,PLANETA RICA,Medio Rancho,CAS,5,,,
23,Córdoba,23 - 555,23 - 555 - 011,PLANETA RICA,Pamplona,CAS,5,,,
23,Córdoba,23 - 555,23 - 555 - 012,PLANETA RICA,El Reparo,CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 013,PLANETA RICA,Los Cerros,CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 015,PLANETA RICA,Las Pelonas,C,9,,,
23,Córdoba,23 - 555,23 - 555 - 017,PLANETA RICA,Pueblo Rizo,CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 019,PLANETA RICA,Nuevo Paraíso,CAS,5,,,
23,Córdoba,23 - 555,23 - 555 - 020,PLANETA RICA,Santa Rosa,CAS,3,,,
23,Córdoba,23 - 555,23 - 555 - 022,PLANETA RICA,Planetica,CAS,12,,,
23,Córdoba,23 - 555,23 - 555 - 029,PLANETA RICA,San Jerónimo (Golero),CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 035,PLANETA RICA,Loma De Piedra,CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 044,PLANETA RICA,Punta Verde,CAS,,,,
23,Córdoba,23 - 555,23 - 555 - 049,PLANETA RICA,Nueva Esperanza,C,,,,
23,Córdoba,23 - 570,23 - 570 - 000,PUEBLO NUEVO,Pueblo Nuevo,CM,85,1957,Ordenanza 4 Enero 26 de 1957,Sahagún y Ayapel
23,Córdoba,23 - 570,23 - 570 - 001,PUEBLO NUEVO,Arena Del Sur,C,,,,
23,Córdoba,23 - 570,23 - 570 - 002,PUEBLO NUEVO,Cintura,C,,,,
23,Córdoba,23 - 570,23 - 570 - 003,PUEBLO NUEVO,Corcovado,C,,,,
23,Córdoba,23 - 570,23 - 570 - 004,PUEBLO NUEVO,El Varal,C,,,,
23,Córdoba,23 - 570,23 - 570 - 005,PUEBLO NUEVO,El Poblado,C,,,,
23,Córdoba,23 - 570,23 - 570 - 006,PUEBLO NUEVO,La Granjita,C,3,,,
23,Córdoba,23 - 570,23 - 570 - 007,PUEBLO NUEVO,Los Limones,C,,,,
23,Córdoba,23 - 570,23 - 570 - 008,PUEBLO NUEVO,Puerto Santo,C,19,,,
23,Córdoba,23 - 570,23 - 570 - 009,PUEBLO NUEVO,La Magdalena,C,,,,
23,Córdoba,23 - 570,23 - 570 - 011,PUEBLO NUEVO,Palmira,C,,,,
23,Córdoba,23 - 570,23 - 570 - 013,PUEBLO NUEVO,Neiva,C,4,,,
23,Córdoba,23 - 570,23 - 570 - 014,PUEBLO NUEVO,Arroyo De Arena,C,,,,
23,Córdoba,23 - 570,23 - 570 - 016,PUEBLO NUEVO,El Contento,C,4,,,
23,Córdoba,23 - 570,23 - 570 - 020,PUEBLO NUEVO,El Campano,C,,,,
23,Córdoba,23 - 570,23 - 570 - 021,PUEBLO NUEVO,Pueblo Regao,C,,,,
23,Córdoba,23 - 570,23 - 570 - 022,PUEBLO NUEVO,Puerto Leticia,C,,,,
23,Córdoba,23 - 570,23 - 570 - 023,PUEBLO NUEVO,El Arcial,C,,,,
23,Córdoba,23 - 570,23 - 570 - 024,PUEBLO NUEVO,Nueva Esperanza,C,,,,
23,Córdoba,23 - 570,23 - 570 - 025,PUEBLO NUEVO,Apart. De Betulia,CP,,,,
23,Córdoba,23 - 570,23 - 570 - 026,PUEBLO NUEVO,Café Pisao,CP,,,,
23,Córdoba,23 - 570,23 - 570 - 027,PUEBLO NUEVO,Centro América,CP,,,,
23,Córdoba,23 - 570,23 - 570 - 028,PUEBLO NUEVO,Loma De Piedra,CP,,,,
23,Córdoba,23 - 574,23 - 574 - 000,PUERTO ESCONDIDO,Puerto Escondido,CM,111,1961,Ordenanza 11 de Noviembre 24 de 1961,Cereté
23,Córdoba,23 - 574,23 - 574 - 001,PUERTO ESCONDIDO,Cristo Rey,C,19,,,
23,Córdoba,23 - 574,23 - 574 - 002,PUERTO ESCONDIDO,El Pantano,C,11,,,
23,Córdoba,23 - 574,23 - 574 - 003,PUERTO ESCONDIDO,San José De Canalete,C,15,,,
23,Córdoba,23 - 574,23 - 574 - 004,PUERTO ESCONDIDO,Villa Ester,C,12,,,
23,Córdoba,23 - 574,23 - 574 - 005,PUERTO ESCONDIDO,Arizal,CAS,10,,,
23,Córdoba,23 - 574,23 - 574 - 006,PUERTO ESCONDIDO,San Luis,C,4,,,
23,Córdoba,23 - 574,23 - 574 - 007,PUERTO ESCONDIDO,Morindó,C,,,,
23,Córdoba,23 - 574,23 - 574 - 008,PUERTO ESCONDIDO,Caña De Canañete,C,,,,
23,Córdoba,23 - 574,23 - 574 - 009,PUERTO ESCONDIDO,Las Mujeres,C,10,,,
23,Córdoba,23 - 574,23 - 574 - 010,PUERTO ESCONDIDO,El Contento Arriba,C,,,,
23,Córdoba,23 - 574,23 - 574 - 011,PUERTO ESCONDIDO,El Silencio,C,,,,
23,Córdoba,23 - 574,23 - 574 - 012,PUERTO ESCONDIDO,San Miguel,C,,,,
23,Córdoba,23 - 574,23 - 574 - 013,PUERTO ESCONDIDO,Jaramagal,C,,,,
23,Córdoba,23 - 580,23 - 580 - 000,PUERTO LIBERTADOR,Puerto Libertador,CM,138,1980,Ordenanza 006 del 20 de Octubre de 1980,Montelíbano
23,Córdoba,23 - 580,23 - 580 - 001,PUERTO LIBERTADOR,La Rica,C,37,,,
23,Córdoba,23 - 580,23 - 580 - 002,PUERTO LIBERTADOR,Pica Pica Viejo,C,28,,,
23,Córdoba,23 - 580,23 - 580 - 003,PUERTO LIBERTADOR,Villanueva,C,21,,,
23,Córdoba,23 - 580,23 - 580 - 004,PUERTO LIBERTADOR,Juan José,C,52,,,
23,Córdoba,23 - 580,23 - 580 - 006,PUERTO LIBERTADOR,Buenos Aires Abajo,CAS,6,,,
23,Córdoba,23 - 580,23 - 580 - 009,PUERTO LIBERTADOR,Santa Fé Las Claras,C,33,,,
23,Córdoba,23 - 580,23 - 580 - 010,PUERTO LIBERTADOR,San Juan,C,28,,,
23,Córdoba,23 - 580,23 - 580 - 011,PUERTO LIBERTADOR,Puerto Belén,C,15,,,
23,Córdoba,23 - 580,23 - 580 - 012,PUERTO LIBERTADOR,El Brillante,C,9,,,
23,Córdoba,23 - 580,23 - 580 - 013,PUERTO LIBERTADOR,San Pedro,CAS,16,,,
23,Córdoba,23 - 580,23 - 580 - 014,PUERTO LIBERTADOR,Puerto Carepa,CP,,,,
23,Córdoba,23 - 580,23 - 580 - 015,PUERTO LIBERTADOR,Torno Rojo,CP,,,,
23,Córdoba,23 - 586,23 - 586 - 000,PURÍSIMA,Purísima,CM,127,1931,Ordenanza 21 de 1963,
23,Córdoba,23 - 586,23 - 586 - 001,PURÍSIMA,Aserradero,C,,,,
23,Córdoba,23 - 586,23 - 586 - 002,PURÍSIMA,El Hueso,C,7,,,
23,Córdoba,23 - 586,23 - 586 - 003,PURÍSIMA,Los Corales,C,26,,,
23,Córdoba,23 - 586,23 - 586 - 004,PURÍSIMA,San Pedro De Arroyo Hondo,C,,,,
23,Córdoba,23 - 660,23 - 660 - 000,SAHAGÚN,Sahagún,CM,707,1834,,
23,Córdoba,23 - 660,23 - 660 - 001,SAHAGÚN,Arenas Del Norte,C,8,,,
23,Córdoba,23 - 660,23 - 660 - 002,SAHAGÚN,Bajo Grande,C,27,,,
23,Córdoba,23 - 660,23 - 660 - 003,SAHAGÚN,Catalina,C,14,,,
23,Córdoba,23 - 660,23 - 660 - 004,SAHAGÚN,Colomboy,C,44,,,
23,Córdoba,23 - 660,23 - 660 - 005,SAHAGÚN,El Crucero,C,8,,,
23,Córdoba,23 - 660,23 - 660 - 006,SAHAGÚN,El Viajano,C,8,,,
23,Córdoba,23 - 660,23 - 660 - 007,SAHAGÚN,Llanadas,C,9,,,
23,Córdoba,23 - 660,23 - 660 - 008,SAHAGÚN,La Ye,C,40,,,
23,Córdoba,23 - 660,23 - 660 - 009,SAHAGÚN,Morrocoy,C,9,,,
23,Córdoba,23 - 660,23 - 660 - 010,SAHAGÚN,Rodania (Rodáculo),C,4,,,
23,Córdoba,23 - 660,23 - 660 - 011,SAHAGÚN,Salitral,C,12,,,
23,Córdoba,23 - 660,23 - 660 - 012,SAHAGÚN,San Antonio,C,22,,,
23,Córdoba,23 - 660,23 - 660 - 013,SAHAGÚN,Santiago Abajo,C,9,,,
23,Córdoba,23 - 660,23 - 660 - 014,SAHAGÚN,Sabaneta,C,13,,,
23,Córdoba,23 - 660,23 - 660 - 015,SAHAGÚN,Aguas Vivas,C,2,,,
23,Córdoba,23 - 660,23 - 660 - 016,SAHAGÚN,Las Bocas,C,8,,,
23,Córdoba,23 - 660,23 - 660 - 017,SAHAGÚN,Pisa Flores,C,,,,
23,Córdoba,23 - 660,23 - 660 - 020,SAHAGÚN,El Roble,CAS,5,,,
23,Córdoba,23 - 660,23 - 660 - 022,SAHAGÚN,El Olivo,C,,,,
23,Córdoba,23 - 660,23 - 660 - 025,SAHAGÚN,El Remolino,C,,,,
23,Córdoba,23 - 660,23 - 660 - 026,SAHAGÚN,Las Cruces,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 027,SAHAGÚN,Ranchería,C,,,,
23,Córdoba,23 - 660,23 - 660 - 028,SAHAGÚN,Guáimarito,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 029,SAHAGÚN,Trementino,CAS,8,,,
23,Córdoba,23 - 660,23 - 660 - 030,SAHAGÚN,Guáimaro,C,10,,,
23,Córdoba,23 - 660,23 - 660 - 031,SAHAGÚN,La Balsa,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 032,SAHAGÚN,Las Aguaditas,CAS,13,,,
23,Córdoba,23 - 660,23 - 660 - 037,SAHAGÚN,Dividivi,C,6,,,
23,Córdoba,23 - 660,23 - 660 - 038,SAHAGÚN,Las Manuelitas,C,,,,
23,Córdoba,23 - 660,23 - 660 - 039,SAHAGÚN,Los Galanes,C,,,,
23,Córdoba,23 - 660,23 - 660 - 040,SAHAGÚN,Salguerito,C,,,,
23,Córdoba,23 - 660,23 - 660 - 041,SAHAGÚN,Brisas Del Mar,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 042,SAHAGÚN,Ceiba De Leche,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 045,SAHAGÚN,Escobalito,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 046,SAHAGÚN,Guayabal,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 047,SAHAGÚN,Kilómetro 32,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 056,SAHAGÚN,Las Huertas,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 057,SAHAGÚN,Los Placeres,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 058,SAHAGÚN,Morrocoicito,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 059,SAHAGÚN,Patio Bonito,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 061,SAHAGÚN,San Francisco,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 062,SAHAGÚN,San Miguel,CAS,,,,
23,Córdoba,23 - 660,23 - 660 - 063,SAHAGÚN,Alpujarra Ii,CP,,,,
23,Córdoba,23 - 660,23 - 660 - 064,SAHAGÚN,La Quebrada,CP,,,,
23,Córdoba,23 - 660,23 - 660 - 065,SAHAGÚN,Los Amarillos,CP,,,,
23,Córdoba,23 - 660,23 - 660 - 066,SAHAGÚN,Los Chibolos,CP,,,,
23,Córdoba,23 - 660,23 - 660 - 067,SAHAGÚN,Nueva Esperanza,CP,,,,
23,Córdoba,23 - 660,23 - 660 - 068,SAHAGÚN,Sabana De La Fuente,CP,,,,
23,Córdoba,23 - 670,23 - 670 - 000,SAN ANDRÉS SOTAVENTO,San Andrés De Sotavento,CM,77,1923, ,
23,Córdoba,23 - 670,23 - 670 - 001,SAN ANDRÉS SOTAVENTO,Barbacoas,C,8,,,
23,Córdoba,23 - 670,23 - 670 - 002,SAN ANDRÉS SOTAVENTO,Calle Larga,C,4,,,
23,Córdoba,23 - 670,23 - 670 - 003,SAN ANDRÉS SOTAVENTO,El Banco,C,3,,,
23,Córdoba,23 - 670,23 - 670 - 004,SAN ANDRÉS SOTAVENTO,Flechas,C,6,,,
23,Córdoba,23 - 670,23 - 670 - 005,SAN ANDRÉS SOTAVENTO,Los Carretos,C,4,,,
23,Córdoba,23 - 670,23 - 670 - 006,SAN ANDRÉS SOTAVENTO,Los Vidales,C,8,,,
23,Córdoba,23 - 670,23 - 670 - 007,SAN ANDRÉS SOTAVENTO,Molina,C,7,,,
23,Córdoba,23 - 670,23 - 670 - 008,SAN ANDRÉS SOTAVENTO,Nueva Estrella,C,11,,,
23,Córdoba,23 - 670,23 - 670 - 009,SAN ANDRÉS SOTAVENTO,Pueblecito,C,9,,,
23,Córdoba,23 - 670,23 - 670 - 010,SAN ANDRÉS SOTAVENTO,San Juan De La Cruz,C,5,,,
23,Córdoba,23 - 670,23 - 670 - 011,SAN ANDRÉS SOTAVENTO,Tuchín,C,36,,,
23,Córdoba,23 - 670,23 - 670 - 013,SAN ANDRÉS SOTAVENTO,Plaza Bonita,C,,,,
23,Córdoba,23 - 670,23 - 670 - 014,SAN ANDRÉS SOTAVENTO,Las Casitas,C,,,,
23,Córdoba,23 - 670,23 - 670 - 015,SAN ANDRÉS SOTAVENTO,Los Castillos,C,9,,,
23,Córdoba,23 - 670,23 - 670 - 016,SAN ANDRÉS SOTAVENTO,Los Guayacanes,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 017,SAN ANDRÉS SOTAVENTO,Sabanal,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 018,SAN ANDRÉS SOTAVENTO,Villanueva,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 019,SAN ANDRÉS SOTAVENTO,Carretal,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 020,SAN ANDRÉS SOTAVENTO,Martillo,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 021,SAN ANDRÉS SOTAVENTO,El Contento,CAS,7,,,
23,Córdoba,23 - 670,23 - 670 - 022,SAN ANDRÉS SOTAVENTO,Cruz Chiquita,CAS,4,,,
23,Córdoba,23 - 670,23 - 670 - 023,SAN ANDRÉS SOTAVENTO,Jején,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 024,SAN ANDRÉS SOTAVENTO,Alemania,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 025,SAN ANDRÉS SOTAVENTO,Cruz De Guayabo,CAS,,,,
23,Córdoba,23 - 670,23 - 670 - 026,SAN ANDRÉS SOTAVENTO,El Hoyal,C,3,,,
23,Córdoba,23 - 670,23 - 670 - 027,SAN ANDRÉS SOTAVENTO,El Algodoncillo,C,,,,
23,Córdoba,23 - 672,23 - 672 - 000,SAN ANTERO,San Antero,CM,131,1929,Ordenanza 22 del 8 de Abril de 1929,
23,Córdoba,23 - 672,23 - 672 - 001,SAN ANTERO,El Porvenir,C,35,,,
23,Córdoba,23 - 672,23 - 672 - 002,SAN ANTERO,Los Secos,C,,,,
23,Córdoba,23 - 672,23 - 672 - 003,SAN ANTERO,Nuevo Agrado,C,10,,,
23,Córdoba,23 - 672,23 - 672 - 004,SAN ANTERO,Santa Rosa Del Bálsamo,C,,,,
23,Córdoba,23 - 672,23 - 672 - 005,SAN ANTERO,Tijeretas,C,8,,,
23,Córdoba,23 - 672,23 - 672 - 006,SAN ANTERO,Bijaito,C,,,,
